brand_name,property,city,room_type,available_contracts,quantity_available,description,thumbnail_url,image_urls,amenities
Universal Student Living,Lucas Studios,Birmingham,Silver Studio,2,10,"Each room has all the comforts of home, including a kitchenette with fridge/freezer, induction hob and sink, ensuite bathroom, small double bed, study desk and chair, and ample storage. The building also has on-site laundry facilities, a communal lounge and a bike store. Everything at this accommodation is included in your rent – and for total peace of mind, there is on-site management, 24-hour CCTV and electronic key card entry systems. Lucas Studios is the perfect place to meet like-minded people, have fun and make the most of your time at university. It’s in a prime location, totally hassle-free, and there’s no worrying about extra bills! Our spacious studios are perfect for students who are looking to share a room with their partner. We cater for couples with no extra fees! There are free monthly social events that all residents are welcome to attend, celebrating calendar days and awareness days, and include free food, drink and entertainment! Location & Surrounding Area Lucas Studios is based on Corporation Street in the centre of Birmingham, surrounded by Birmingham’s shops, restaurants, bars, galleries and the famous Bullring Shopping Centre. Most importantly, Lucas Studios is in a great location for all things study: • Aston University (5 mins walk) • Birmingham City University (15 mins walk) • University College Birmingham (16 mins public transport) • University of Birmingham (35 mins by public transport). Birmingham New Street station is only 15 minutes by public transport, and Birmingham International Airport is only 35 minutes away by train. Please note: Some studios feature a private balcony. Contact our team for more information.",https://hfs.api.basepms.com/filesystem/room_types/images/8o27ARMOwMLyMDjNHZRZb43552QSttNAnS7lNL8b.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/8o27ARMOwMLyMDjNHZRZb43552QSttNAnS7lNL8b.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/RhwjqtTSBRxdRoOMwcHcJ7kaIcbH9h62CFAgqa8E.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/T7NN7TH7cPPfuzEdQfdCUlq1epBZ1qkLXOdYflqD.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/1iMWRbNVEDPXBKKDvQwYxbRGu3bmKJt7zhP6NZ6c.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/2kgzjDsm3CBfEV471DsuaxzgOViXCr5phNrbSZH4.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/jl4dEWEwCC0GoQiUJYdjlsiCGc5H2Lel9FNXvWug.jpg,
Homes for Students,Luneside,Lancaster,4 Bed Standard Ensuite,1,0,"Ideal for students who prefer a smaller, close-knit community, the 4 Bed Standard En-suite provides 12.37m²-13.85m² of well-designed space, combining comfort and convenience. Inside, you’ll find a cosy bed, study desk, chest of drawers, wardrobe ,and a private washroom. A mirror adds convenience, while fob-secure access keeps your space private and secure. The shared kitchen and lounge area is a great place to relax and socialise, equipped with an electric oven, 4-ring ceramic hob, microwave, fridge and freezer, dining table and chairs, a sofa, and a 43″ Smart TV. Book your 4 Bed Standard En-suite today for a relaxed and sociable student living experience!",https://hfs.api.basepms.com/filesystem/room_types/images/U4N6OgUC0PnzJE6ZNB4e9yyHJJMzIUZyPYJezYeH.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/U4N6OgUC0PnzJE6ZNB4e9yyHJJMzIUZyPYJezYeH.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/AMir2ppY68V5m6FSOZCw38rEjOA1IZ0twHbbLvrG.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/UiO1C9jJjKUPzVArvtOZZrEs35tIacuTfM25nixq.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/1IoLJ6AOskE78JTH8K7I6Km4WgF412Zz36iTxXzw.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/9PafIkAaLphTZeALD7vwnO9Ukga2fOjchyGJqQ1P.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/nZ5hdnonTR4kZOaK3cARrM7fBfUkzLyAMw4UaHwL.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/wHlb3wrzxNaRkZDEZ2VOLzkRPuapn26SdtUhvufx.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/XhTiGD7NNUS4BJi6xyBsx8qfim788RCm1OTXjkY2.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/yBmcdsrNa0NaCkNjx75O7bFUXS0w2sSPaSj88TMn.jpg,
Homes for Students,Luneside,Lancaster,5 Bed Standard Ensuite,2,,"For those looking for a balance of independence and social life, the 5 Bed Standard En-suite offers 12.37m²-13.85m² of comfortable and functional living space. Your room includes a cosy bed, study desk, chest of drawers, wardrobe ,and a private washroom. A mirror adds a practical touch, and fob-secure access ensures a safe living environment. The shared kitchen and lounge area are perfect for cooking and socialising, featuring an electric oven, 4-ring ceramic hob, microwave, fridge and freezer, dining table and chairs, a sofa, and a 43″ Smart TV. Secure your 5 Bed Standard En-suite today and enjoy a modern student home!",https://hfs.api.basepms.com/filesystem/room_types/images/PXnz6ldeIUhzjc5fggPqrE8H1EZ0kodUmpKAkrmh.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/PXnz6ldeIUhzjc5fggPqrE8H1EZ0kodUmpKAkrmh.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/hNhMJFTxh53rsMgNHyI6PqAKpsdj1oyQsayzkOuW.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/W72MXSXWXblKzp0HvCb9UMftT22AisuJkfAE6A3M.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/PYLZFITpPOertW6WppaSVRU1vbQzAnYalSutpEe6.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/LB2DIXoVIWOZmQqWj408F6xghcbnvB2b74FEUiKA.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/TpoGqvfe5Om3SfeGF5R4CqsqzDo5MN01NfGCa5FF.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/mzqBKdsO2lmJfrfOcuVFixbFmzp66q8aY5wzGSJy.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/rfBrRFIfw8I6tCZShXWvDc4J8OpetA0csjeSyOeU.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/NPZh0UUNnKZErkfE33CqFg3FyFIKbDzwoKdlWEd5.jpg,
Homes for Students,Luneside,Lancaster,6 Bed Standard Ensuite,3,10,"The 6 Bed Standard En-suite offers 12.37m²-13.85m² of thoughtfully designed space which includes a cosy bed, study desk, chest of drawers, wardrobe, shelving for extra storage,and a private washroom, ensuring you have everything you need. A mirror adds convenience, while fob-secure access provides safety and peace of mind. The shared kitchen and lounge area create the ideal setting to unwind with housemates, featuring an electric oven, 4-ring ceramic hob, microwave, fridge and freezer, dining table and chairs, a sofa, and a 43″ Smart TV. Book your 6 Bed Standard En-suite today and experience the best of student living!",https://hfs.api.basepms.com/filesystem/room_types/images/FSFPw0Ur4jjqqdHdBApVMsOGBYO8CJVGu7S8Fzuq.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/FSFPw0Ur4jjqqdHdBApVMsOGBYO8CJVGu7S8Fzuq.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/b4fk1VdhASmv43elxxtGRxv9B8wCUls7mSC7jTLK.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Wa7rKIqClInWTAguQq4ZzgtD6kqwKgI8upVZDy9j.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/7i8A5yRYQRfS0fDJ5636rR6Z5Z2ZQH47Ho8wDMJ1.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/agVAtvGjLmCZLHONK5f6NMCI5Oyly9ef8URt4kkw.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/OjtOmr77l41bfQQNUQnp4QNqf07Z7idTgw0z3dBo.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/QlGGgdqiO5HCsBT9SsxiwDt75hWfRhpQwOCvahzs.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/si72Qf0xe3KqjKkdP28cKl3TWWi9flf65W0QGUnf.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/BDsTGv72kgRrpS8PadGrYFijd9mCzF3dN6gXnQfg.jpg,
Homes for Students,Luneside,Lancaster,Large Studio,1,0,"If you’re looking for spacious and self-contained student living, the Large Studio offers 27.28m²-35.24m² of well-thought-out space, giving you the freedom to study, cook, and unwind at your own pace. Inside, you’ll find a comfortable bed, study desk with chair, chest of drawers, wardrobe, and a mirror to help you stay organised. The dining area with a chair and table provides a perfect space for meals. The private kitchen, complete with an electric oven, 2-ring ceramic hob, and fridge, allows you to prepare your favourite dishes with ease. A retractable clothesline adds extra convenience, while your private washroom ensures total comfort. Book your Large Studio today and enjoy a stylish and self-sufficient student lifestyle!",https://hfs.api.basepms.com/filesystem/room_types/images/oByYN5diyNqYhRrP86LANKYzDQ7b3m8Tq5fgcMiQ.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/oByYN5diyNqYhRrP86LANKYzDQ7b3m8Tq5fgcMiQ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/c9YwjSwl9DzoxmVEuvWR7jZlQkIS5Wa7Kpw89cNp.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/OrL6mUa7MUkGjRsccdUooIpY51c8o4hUXi34cXPF.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/lR47aHoB1u6i1ZHrOrT2AAwT3T7KpvqBNiUo7hqm.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/deFz8Pcscyn8kXD6uCJ5QzAqBkqJESa3R40zTjcf.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/aPgLAwcpW7DpOvfLWcoUf4iUWKmHcIFkX0WVxNh0.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/cxkyISRoDe1Vp1FifRTgrjdLEvGNpgdKzKAhRs5c.jpg,
Homes for Students,Luneside,Lancaster,Premium River Studio,0,0,"For students who want a modern and private living space, the Premium Riverview Studio offers 20.15m²-21.78m² of smartly designed comfort with a view. Inside, you’ll find a cosy bed, study desk with chair, chest of drawers, wardrobe, and a mirror, ensuring an efficient and comfortable setup. The dining area with a chair and table makes it easy to enjoy meals, while your private kitchen, featuring an electric oven, 2-ring ceramic hob, and fridge, gives you the freedom to cook whenever you like. A retractable clothesline adds convenience, and your private washroom completes the space. Book your Premium Studio today and enjoy a modern, self-contained student home!",https://hfs.api.basepms.com/filesystem/room_types/images/7PcoQqKdSIKK15LBqLIzVLLZoUcZJDFRRa6y9sGW.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/7PcoQqKdSIKK15LBqLIzVLLZoUcZJDFRRa6y9sGW.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/CB1Ug41Fkioq8gnLELJQCO5mC5S0wvqVQpWNIXVO.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/bYNk2vG9PbzGXeqEIisgftj1r1Z8losMy8MgI32R.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/WZ8enJajrkW2pbYKWZlHqsNP3WyjBgMJ6WUq0Gi9.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/LRcFgiy5SlWD7tLNP75kCqeFCHLZISESN022uS04.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ZQmyi0DB9foyF4qOHxzbNEyc8calQsIsM1bx17LU.jpg,
Homes for Students,Luneside,Lancaster,Premium Studio,3,7,"For students who want a modern and private living space, the Premium Studio offers 20.15m²-21.78m² of smartly designed comfort. Inside, you’ll find a cosy bed, study desk with chair, chest of drawers, wardrobe, and a mirror, ensuring an efficient and comfortable setup. The dining area with a chair and table makes it easy to enjoy meals, while your private kitchen, featuring an electric oven, 2-ring ceramic hob, and fridge, gives you the freedom to cook whenever you like. A retractable clothesline adds convenience, and your private washroom completes the space. Book your Premium Studio today and enjoy a modern, self-contained student home!",https://hfs.api.basepms.com/filesystem/room_types/images/5Tesv8Wu73Irnvxn5NcpvrFCAOhsxGipxomfJcUw.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/5Tesv8Wu73Irnvxn5NcpvrFCAOhsxGipxomfJcUw.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/WVdMgcgOeeiDOKTdkoResZW3xawKEMNjumDDs1hs.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/haRFqd8c4faRMfVx5GA9CtX4isoQItSv6GfXoMjC.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/V07LnF23sZQfIcW69P38DlLq1r3Xou3ZtBNkPOZg.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Qg8rMWv6EU4Hfvk7UeDDMJrPYaoKxHFm3NPiQ5qa.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Ooa3WqMsCnJRLiO5Dsj1iAnZ1X5ONZuc5ivKpHwu.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/GrnIgMesoGDcgSAtUfbGaairAC5T1aZTjXBmiQ3s.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/L9QsgVKlMp1aButVZofyWhOks8o37NM6CX9UiwRR.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/u1B0Ho2waJtaDvLo34Df38nzhxfio44rIzXos21q.jpg,
Homes for Students,Luneside,Lancaster,Standard Studio,3,10,"Ideal for students who value privacy and convenience, the Standard Studio offers 19.06m²-19.60m² of well-planned space for a comfortable and productive university experience. Your studio includes a cosy bed, study desk with chair, chest of drawers, wardrobe, and a mirror, keeping your space tidy and organised. The dining area with a chair and table makes it easy to enjoy meals, while your private kitchen, complete with an electric oven, 2-ring ceramic hob, and fridge, ensures effortless cooking. A retractable clothesline adds extra convenience, and your private washroom provides complete comfort. Book your Standard Studio today and experience the perfect balance of privacy and student community life!",https://hfs.api.basepms.com/filesystem/room_types/images/rVwPCTxdXKZ1v4LBB2EDmFgGTqVK9UYYZ4RHe1F7.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/rVwPCTxdXKZ1v4LBB2EDmFgGTqVK9UYYZ4RHe1F7.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/FdKWskoD1ZCivExP0jMntwyk6BsonzVFEuN5flc5.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/8VndHpsioLF3achawlQlSnoy0Dcw8qtd9FtBs5gE.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/wnmN5GGahVBA5ws0YOTaqBnUrFCYG3BrxQ8IxitS.jpg,
Prestige Student Living,Marketgait Apartments,Dundee,Premium Studio,1,10,"Want your own private luxury space? Our stunning premier studio provides the perfect combination of comfort and independence for students. Featuring your very own en suite bathroom and study desk and chair, sink into your cosy double bed after a tough day of studying. When it’s time to unwind, catch some Netflix on your 32” inch flat screen TV with a nice chilled glass of wine from your fridge. Feeling hungry? Rustle up a delicious meal on your 4-ring hob and combination microwave to start your evening off right!",https://hfs.api.basepms.com/filesystem/room_types/images/nDIsqJX0UoLWf7s0dzzRLk0SDOCAlGBnBGnNvUlQ.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/nDIsqJX0UoLWf7s0dzzRLk0SDOCAlGBnBGnNvUlQ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/W5Thn3Ihr8040DWjX34sQYYEnMOJ3XCatDnZ3YmN.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/KDY2LFtJMH1vIYbpNpD26iU0DoL5kjAqn6c5VLwA.jpg,
Prestige Student Living,Marketgait Apartments,Dundee,Studio,1,10,"For those who want to level up, check out our fabulous studio accommodation, providing the perfect combination of luxury and independence for students. Equipped with your very own en suite bathroom and study desk and chair, you can appreciate sheer privacy with everything you need for maximum comfort. Get ready to sink into your soft, cosy double bed and catch some Netflix on your 32” flat screen TV. Also included is a fridge with an ice box, a 4-ring hob and a combination microwave, perfect for cooking up a delicious meal on an evening.",https://hfs.api.basepms.com/filesystem/room_types/images/R0Ao21cDj6aaEgjFk9h4Sl7zSaz9I2OfpndSSBJX.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/R0Ao21cDj6aaEgjFk9h4Sl7zSaz9I2OfpndSSBJX.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/UpqCVnMrs7d8BVJUcIwmXbH73ExVEwz7d3AGnNaB.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/3dbyCGXZy1MsO0qK3VJYlCGWZrvdtV2cnN8fnlIj.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/N3OR4pPjojrXjmbMG2Rkd5uTkWG6KLysFT0pbxxk.jpg,
Prestige Student Living,Marketgait Apartments,Dundee,Studio Standard,2,1,"Enjoy a fantastic balance of luxury and comfort in our Standard Studio. Equipped with everything you need to make the space your own, you’ll have access to an en-suite bathroom and a study desk and chair, giving you a true sense of privacy within your calming sanctuary. Get ready to sink into a plush double bed and enjoy some Netflix favourites on your 32″ flat screen TV. Also included is a fridge with an ice box, a 4-ring hob and a combination microwave, perfect for cooking up a tasty meal at any time.",https://hfs.api.basepms.com/filesystem/room_types/images/ef4CzorviNtIstnHxt4pbcMtE7sMjT5iWOCWDvvT.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/ef4CzorviNtIstnHxt4pbcMtE7sMjT5iWOCWDvvT.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/yXz3OMV0WaBUvYtHLPHL120pVOjKCNtmxjFr7K5W.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/tUSU4e1MaqFXuAlXTbpgE55pvLE95woAMb7JfRt7.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/fe8xBl6L1r4BwTLWoZEpoQBv5LpooSzBGNZlnNNF.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ajsIn7lp9bzuZYyfwLe2FKlNo1KttzFzwayQ0uQW.jpg,
Homes for Students,Marland House,Southampton,Studio Diamond,0,1,"Our prestigious ‘Diamond’ studios are some of the most spacious on offer. Sumptuously presented and most with far reaching views across the city and the water they are designed with a larger bathroom, extra storage facilities and additional living space ensuring premium accommodation for both single occupants and couples. Size – Approx 28m²",https://hfs.api.basepms.com/filesystem/room_types/images/ZmXeYWyzE2RZbwYL8OGELA6hUMiJ3APUOesU9EpW.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/ZmXeYWyzE2RZbwYL8OGELA6hUMiJ3APUOesU9EpW.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/vZj7oZsqkSsbzxeTPkgDJVaKxo2424RqbjXwvePQ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/YmE0cN0K8rwLSMQjxzJum8PI7oA2cl18D20Oa17N.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/AjEzTwHD9uopF0vxrH77wJv2qx4al8taG9MX8drO.jpg,
Homes for Students,Marland House,Southampton,Studio Emerald,0,0,Our ‘Emerald’ studios are delightfully spacious and beautifully designed. These superb studios are complete with a multitude of dual-aspect windows allowing in as much natural light as possible maximum to enjoy the studio. Size – Approx 26m²,https://hfs.api.basepms.com/filesystem/room_types/images/ET7hqqqQsULrTVWCYkvndKFZPDGts1L7s62s7eGG.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/ET7hqqqQsULrTVWCYkvndKFZPDGts1L7s62s7eGG.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/n0Ph3qg1hXFl0FB1kjSacMs3BS8jft25LMzUlawK.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/lHjpwdcRqa2zWQkm4pWw0yTC3ijgJWr9duqDatsQ.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/xJPsrRyaZXNMmUMdFooCA030JYRCiEa4TQx52btX.jpg,
Homes for Students,Marland House,Southampton,Studio Penthouse,0,0,"Offering a truly exceptional standard of living, our deluxe ‘Penthouse Suite’ is our most exclusive apartment and represents the pinnacle of the premier accommodation on offer in Marland House. Situated in a private wing of the top floor of the building you can enjoy panoramic views of the city and the waterfront from the comfort of your own private living area in this deluxe one-bedroom flat. Size – Approx 40m²",https://hfs.api.basepms.com/filesystem/room_types/images/ygEQDkLt1EYG40pyA8TziRaimqmFPalT7tE6aXfT.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/ygEQDkLt1EYG40pyA8TziRaimqmFPalT7tE6aXfT.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/iMSGZfWeUzb60YWkwIGVg8uppMMvc2COCcS0xGJ2.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/DiPJVLoMtoC9ctMuiq9V6LeRVuHQN7OH0tOc9wpG.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/dvZhNRPlVHbZ6eL58EFzjdsC2hoWM51pijRBpCnt.jpg,
Homes for Students,Marland House,Southampton,Studio Ruby,0,0,"Our ‘Ruby’ studios offer premium city-centre living at unbeatable value. These comfortable apartments are available with both single or double bed options and offer all of the features you expect in a compact, cosy and cost-effective package.",https://hfs.api.basepms.com/filesystem/room_types/images/rbrZnthydvCv0UkYAjgLBHGVaXo9pqgYmRm9xHPp.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/rbrZnthydvCv0UkYAjgLBHGVaXo9pqgYmRm9xHPp.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/E2H8ispYPw3yA5bfqkXnDWV44fkgB7bGZrrDIooe.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/K5cG0kAYCB7lahGNLykdPKvqzeVMS6NJpQcVvwFt.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/TcY78qjCO0FqdKKAgJdbk1g56YWEABlBhtoP9tlw.jpg,
Homes for Students,Marland House,Southampton,Studio Ruby (single),0,1,"Our ‘Ruby’ studios offer premium city-centre living at unbeatable value. These comfortable apartments with a single bed and offer all of the features you expect in a compact, cosy and cost-effective package.",https://hfs.api.basepms.com/filesystem/room_types/images/0s8KrM6O1LugwQOD7HGMQbjPsogoj05FuwFHDie3.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/0s8KrM6O1LugwQOD7HGMQbjPsogoj05FuwFHDie3.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/hEKBGD8TT5So03Qt1y63ciF8nZoq9eENWU0aEDEb.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/KJTva2mZemt95YXzU4KlSgyb3Ouz3xdNN1DenGH2.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ZpztGzUCRC5TAYo7o3F9Sd4FFp2g7QCRiByyMoQA.jpg,
Homes for Students,Marland House,Southampton,Studio Ruby Plus,0,0,Our ‘Ruby Plus’ studios are just as plush as the ‘Ruby’ studios but offer slightly more space in which to unwind after a hard day. These well-designed apartments offer a great mixture of space and value and are expected to be snapped up fast! Size – Approx 17.5m²,https://hfs.api.basepms.com/filesystem/room_types/images/KBPLyGqtJWPJfu1HBlEmpb0xo2ARQaYNkmGNIuiU.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/KBPLyGqtJWPJfu1HBlEmpb0xo2ARQaYNkmGNIuiU.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/AJ2IfZafj3qruNrSvcY977fB7di2d4CAp1khleQk.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/XeazWNuP1DsQY1RP1yeJR5eKzKrDXemVYYJtC3cr.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Dqx0CFwNkP2WCIkLtBY5I9ZGG2FBdcO95srOnqgo.jpg,
Homes for Students,Marland House,Southampton,Studio Sapphire,0,0,The majority of our studios at Marland House are ‘Sapphire’ studios which are some of our most popular layouts and are in high demand. These studios offer plenty of room in which to relax at a price that is almost sure to suit everyone. Size – Approx 18.5m²,https://hfs.api.basepms.com/filesystem/room_types/images/R6gZkpGKCYDIJaaM1DmAxZojjE22CjMNhqMYbEwT.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/R6gZkpGKCYDIJaaM1DmAxZojjE22CjMNhqMYbEwT.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ceA83PzO1mkBeNeMJwThrYQbVENkJqcCtLkaKICg.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/HfXQ3kuOg958mAaPfbB1A82tu8jxiExJeHe4UZfN.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/9iOTyDeyq0urayL07ar3yVUMb4vX62Z67bFVKu7p.jpg,
Homes for Students,Marland House,Southampton,Studio Sapphire Plus,0,0,The majority of our studios at Marland House are ‘Sapphire’ studios which are some of our most popular layouts and are in high demand. These studios offer plenty of room in which to relax at a price that is almost sure to suit everyone. Size – Approx 18.5m²,https://hfs.api.basepms.com/filesystem/room_types/images/OUYEyYXeLgSg01r7GXAViER8dOH58gzUFqg1b9gY.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/OUYEyYXeLgSg01r7GXAViER8dOH58gzUFqg1b9gY.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/6YPkaOVQ4CivCaZlM0pIKk1bWcJhjcMu9ztp5Vrl.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/BOV3vC0LyOee6pVeFN5qEw633smdkjyLX5JbGpF9.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/vmR8OwsMH5F7jrogCgPrLJ3Vs6Bcb94J9JNVskGD.jpg,
Essential Student Living,Mary Morris House,Leeds,Bronze Plus Room,1,10,"Whether you’re looking for a cosy 2-bedroom retreat or a lively 8-bedroom community, you’ll feel right at home here. Are you after a spacious student apartment equipped with everything you could need for student life? Our Bronze Room Plus styles are perfect! Featuring your own comfy bed, a study desk and chair, and a large wardrobe, you’ll feel right at home in no time. If you want to bond with your flatmates, the fantastic communal spaces are decorated in vintage furnishings and include a TV, snug sofas as well as a fully-equipped kitchen.",https://hfs.api.basepms.com/filesystem/room_types/images/cKHwcMHN16h2EaadJvVXLD7P0gkPqF4528pIs5Bm.jpg,https://hfs.api.basepms.com/filesystem/room_types/images/cKHwcMHN16h2EaadJvVXLD7P0gkPqF4528pIs5Bm.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ao5QsB1XwV4QRo6JyDyxQRs2IyBzqfAbDPsVePoO.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/xp794O9hQ9565QEgSOcTSAe61Pq0nsxckczko1oT.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/ynqBmwXbKGmkJ80uauXZ90Qnj7ey55QRtlqfvgb3.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/wSzGbwahPLnwJsjbnlUEgRIL8vroX6pZrRHb1jp2.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/Pclx0L328Sewj9YhP8pMv5rFQ9GEaazVUNLKUh96.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/EWaJDwJ7cSlHvE3Iphlzou1d0nYUmNHy5GWBXvKd.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/vAiHV2Gm9fVs0fuTIdmvMJOrxYnOntmOaQuF16nI.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/S8j29C2D2eJQrecZb8gImoGUemaK7wATL7Bykewv.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/LSwwMJmMR6t7PueAzvmHlELoRDq5JFa7eTQVrPZ5.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/jxrlv5gUBAFzICxKLniaXnMjQouv3X1FznHnjmq5.jpg|https://hfs.api.basepms.com/filesystem/room_types/images/OZSUS8VdyVddSTXNNGhQ5Q79yMYAj3bVzwqVJOrN.jpg,
